borrower_id,sex,age_at_application,civil_status,educational_attainment,monthly_income,monthly_amortization,nominal_rate,everbad_in_12mo
B1309,Male,42,Single,Undergraduate degree holder,44000,4914.59785689408,0.1,0
B1310,Female,34,Single,HS graduate,47000,3647.25328560761,0.1,0
B1311,Female,43,Single,Some college (Not a degree holder),48000,4829.66389869146,0.1,0
B1312,Female,37,Single,HS graduate,54000,3316.25902064495,0.1,0
B1313,Male,42,Single,Undergraduate degree holder,43000,4422.06295942821,0.05,1
B1314,Female,34,Single,Undergraduate degree holder,45000,4486.0463384131,0.05,1
B1315,Female,33,Single,Undergraduate degree holder,46000,4768.4555491484,0.05,1
B1316,Male,42,Widowed,Undergraduate degree holder,55000,4011.78363833716,0.05,0
B1317,Male,47,Separated,Undergraduate degree holder,56000,2936.3572426432,0.05,0
B1318,Male,45,Single,Undergraduate degree holder,52000,3966.90407463594,0.05,0
B1319,Female,39,Single,Undergraduate degree holder,47000,3486.49936388535,0.05,0
B1320,Female,57,Single,Undergraduate degree holder,52000,4197.1753720275,0.05,0
B1321,Male,39,Single,Undergraduate degree holder,57000,4067.88351012371,0.05,0
B1322,Male,41,Single,Undergraduate degree holder,52000,4304.79943803306,0.05,0
B1323,Male,44,Single,Undergraduate degree holder,48000,3420.80731066865,0.05,0
B1324,Male,45,Single,Undergraduate degree holder,54000,4151.77150076208,0.05,0
B1325,Female,38,Single,Undergraduate degree holder,48000,4174.54903284666,0.05,0
B1326,Male,39,Single,Undergraduate degree holder,50000,4156.71512373427,0.05,0
B1327,Male,31,Single,Undergraduate degree holder,55000,3861.91898761357,0.05,0
B1328,Male,30,Single,Undergraduate degree holder,54000,3001.50526772677,0.1,0
B1329,Female,40,Single,Some college (Not a degree holder),52000,5033.94432790452,0.1,1
B1330,Female,31,Single,Undergraduate degree holder,46000,3638.36128645574,0.05,1
B1331,Male,36,Married,Undergraduate degree holder,38000,4474.87716633684,0.05,1
B1332,Female,55,Single,Undergraduate degree holder,45000,4153.83061271119,0.05,0
B1333,Female,47,Single,Undergraduate degree holder,46000,5146.71552935014,0.05,1
B1334,Male,44,Single,Some college (Not a degree holder),47000,3140.44773166039,0.1,1
B1335,Male,50,Married,Undergraduate degree holder,43000,4474.58897429998,0.05,0
B1336,Female,44,Single,Undergraduate degree holder,38000,2915.46034904247,0.05,0
B1337,Male,38,Married,Undergraduate degree holder,50000,4383.40845165745,0.05,0
B1338,Female,41,Married,Undergraduate degree holder,39000,4369.00492614944,0.05,0
B1339,Male,36,Separated,Undergraduate degree holder,56000,3789.89477168055,0.05,0
B1340,Female,44,Separated,Non-HS graduate,42000,3415.79892923515,0.1,0
B1341,Female,40,Single,Undergraduate degree holder,48000,4025.50761978807,0.05,0
B1342,Female,34,Married,HS graduate,45000,5058.97258893328,0.15,1
B1343,Female,39,Divorced,Undergraduate degree holder,55000,4129.72128962797,0.1,0
B1344,Male,41,Single,Some college (Not a degree holder),46000,4113.94701817306,0.1,1
B1345,Male,44,Married,Undergraduate degree holder,56000,3934.48601620793,0.05,0
B1346,Female,34,Single,Undergraduate degree holder,50000,4559.95991135726,0.05,1
B1347,Female,41,Single,Some college (Not a degree holder),43000,4315.58789637942,0.1,0
B1348,Male,41,Married,Undergraduate degree holder,48000,3505.03302462445,0.05,0
B1349,Female,48,Married,Undergraduate degree holder,43000,4673.21687774059,0.1,1
B1350,Male,36,Single,Some college (Not a degree holder),45000,4554.94057614016,0.1,1
B1351,Male,55,Single,Undergraduate degree holder,51000,3383.06289919599,0.05,0
B1352,Male,52,Married,Undergraduate degree holder,41000,4094.4073022864,0.05,0
B1353,Female,42,Married,Undergraduate degree holder,48000,4143.18661705576,0.1,0
B1354,Male,48,Married,Undergraduate degree holder,51000,4156.24924706819,0.05,0
B1355,Male,33,Single,Undergraduate degree holder,47000,4368.37089137876,0.05,0
B1356,Male,38,Single,Undergraduate degree holder,60000,4939.93920431025,0.1,0
B1357,Female,44,Single,Graduate degree holder,49000,4419.4059717373,0.05,0
B1358,Female,46,Single,Non-HS graduate,40000,3661.52872106617,0.15,1
B1359,Male,42,Separated,Undergraduate degree holder,52000,3545.43030024826,0.05,0
B1360,Female,36,Single,Some college (Not a degree holder),42000,3528.19423850623,0.1,0
B1361,Female,33,Married,Some college (Not a degree holder),45000,4018.74820719317,0.1,0
B1362,Female,36,Single,Undergraduate degree holder,47000,4272.45798024408,0.05,0
B1363,Male,46,Single,Undergraduate degree holder,49000,3867.45486385282,0.05,0
B1364,Male,41,Single,HS graduate,45000,3861.55424305782,0.1,0
B1365,Female,51,Single,Some college (Not a degree holder),43000,3790.42295307196,0.1,0
B1366,Male,30,Married,Undergraduate degree holder,45000,4357.77800942209,0.1,1
B1367,Female,47,Separated,Undergraduate degree holder,36000,3193.43937447656,0.05,1
B1368,Female,31,Single,Undergraduate degree holder,49000,4044.27434166241,0.05,0
B1369,Female,38,Married,Some college (Not a degree holder),56000,3719.68572420934,0.1,0
B1370,Female,38,Married,Undergraduate degree holder,40000,4451.78325341,0.05,0
B1371,Female,46,Single,Undergraduate degree holder,41000,4536.59799535121,0.05,0
B1372,Male,47,Single,HS graduate,41000,3232.26827257894,0.1,1
B1373,Male,47,Married,Undergraduate degree holder,50000,4281.8293494162,0.05,0
B1374,Male,43,Single,Non-HS graduate,50000,3951.09148434267,0.15,0
B1375,Female,50,Married,Graduate degree holder,48000,4157.44856903488,0.05,1
B1376,Male,39,Single,HS graduate,50000,4221.29912360434,0.1,0
B1377,Female,38,Single,Undergraduate degree holder,56000,4285.05311137445,0.05,0
B1378,Female,38,Single,Undergraduate degree holder,40000,3515.20912401726,0.05,0
B1379,Female,37,Single,Graduate degree holder,55000,3438.92082471188,0.05,0
B1380,Female,37,Single,Non-HS graduate,38000,4409.26902441183,0.15,1
B1381,Male,41,Single,Undergraduate degree holder,46000,4657.61269526746,0.05,0
B1382,Female,38,Separated,Graduate degree holder,47000,3823.36218010329,0.05,0
B1383,Male,38,Separated,Undergraduate degree holder,53000,3296.98661953439,0.1,0
B1384,Female,33,Divorced,HS graduate,52000,4058.03581375972,0.1,1
B1385,Male,37,Married,Undergraduate degree holder,55000,3634.88237243833,0.05,1
B1386,Male,48,Single,Undergraduate degree holder,50000,4131.62833739804,0.05,1
B1387,Female,34,Single,Undergraduate degree holder,44000,4562.10697742339,0.05,0
B1388,Male,51,Married,Non-HS graduate,48000,3581.29138447994,0.1,0
B1389,Male,40,Single,Undergraduate degree holder,38000,5027.14501873361,0.1,1
B1390,Male,43,Single,HS graduate,48000,4052.35005384241,0.1,0
B1391,Male,31,Single,Undergraduate degree holder,40000,4484.66303067079,0.05,1
B1392,Male,37,Married,Non-HS graduate,39000,4389.79004788304,0.15,1
B1393,Male,32,Single,Undergraduate degree holder,52000,3684.22292394413,0.05,0
B1394,Male,32,Single,Graduate degree holder,51000,4050.67986496898,0.05,1
B1395,Male,49,Married,Undergraduate degree holder,58000,4310.1373702151,0.05,0
B1396,Male,56,Married,HS graduate,49000,4022.66359002957,0.1,0
B1397,Male,39,Married,HS graduate,51000,3427.23695392049,0.1,0
B1398,Male,36,Widowed,Undergraduate degree holder,37000,4919.34551008528,0.1,1
B1399,Male,38,Single,Undergraduate degree holder,44000,3914.99980780806,0.05,1
B1400,Female,56,Married,Undergraduate degree holder,33000,3619.94188494656,0.05,1
B1401,Female,27,Single,Non-HS graduate,43000,3876.51293446864,0.15,1
B1402,Female,43,Married,Undergraduate degree holder,36000,4770.43246260772,0.05,1
B1403,Male,33,Single,Graduate degree holder,43000,3753.89444468044,0.05,1
B1404,Male,47,Married,Graduate degree holder,47000,4298.77237345954,0.05,1
B1405,Female,49,Single,Non-HS graduate,46000,3464.69544827792,0.15,1
B1406,Female,35,Single,Undergraduate degree holder,55000,3468.94423637242,0.1,0
B1407,Female,47,Single,Some college (Not a degree holder),50000,4294.76479209507,0.1,0
B1408,Male,34,Married,Undergraduate degree holder,46000,4670.41167197064,0.1,0
B1409,Male,35,Separated,HS graduate,55000,3108.77631074594,0.1,0
B1410,Male,47,Married,Undergraduate degree holder,46000,3353.5141019707,0.05,0
B1411,Male,45,Single,Non-HS graduate,53000,4616.45364466937,0.15,0
B1412,Female,34,Single,Some college (Not a degree holder),53000,4072.91816105005,0.1,0
B1413,Female,41,Single,Non-HS graduate,48000,4028.96449840388,0.15,1
B1414,Male,47,Widowed,Graduate degree holder,52000,3811.41004412459,0.05,0
B1415,Male,37,Single,Some college (Not a degree holder),37000,3549.42724349422,0.1,0
B1416,Female,40,Single,Undergraduate degree holder,50000,3492.5511552136,0.1,0
B1417,Male,48,Single,Graduate degree holder,48000,5019.23146508313,0.05,0
B1418,Male,41,Single,Undergraduate degree holder,43000,3142.26959645684,0.05,0
B1419,Female,42,Single,Undergraduate degree holder,58000,4140.87634094307,0.05,0
B1420,Male,44,Single,Undergraduate degree holder,39000,4350.73773992924,0.1,0
B1421,Male,33,Married,Non-HS graduate,43000,5437.3763208534,0.15,1
B1422,Male,45,Married,Some college (Not a degree holder),43000,4799.92809381779,0.1,1
B1423,Female,36,Widowed,HS graduate,49000,3913.38319255268,0.1,0
B1424,Male,45,Separated,Undergraduate degree holder,43000,4102.50405500167,0.05,0
B1425,Female,59,Single,Some college (Not a degree holder),43000,5493.36881373737,0.1,1
B1426,Male,54,Single,Undergraduate degree holder,38000,3437.52824159305,0.05,1
B1427,Female,41,Married,Undergraduate degree holder,51000,3751.4489197823,0.05,0
B1428,Female,42,Married,Undergraduate degree holder,46000,4853.81718529735,0.1,1
B1429,Male,49,Single,Undergraduate degree holder,48000,4433.88183029059,0.05,0
B1430,Female,44,Single,Undergraduate degree holder,43000,4231.67784777326,0.1,0
B1431,Female,33,Single,Undergraduate degree holder,56000,3586.37690755422,0.05,0
B1432,Male,35,Single,Undergraduate degree holder,45000,4620.44915744297,0.05,0
B1433,Female,36,Single,Undergraduate degree holder,45000,3638.00789562438,0.05,0
B1434,Male,44,Married,Undergraduate degree holder,55000,3067.92829189871,0.05,0
B1435,Female,39,Single,HS graduate,46000,3166.18103726084,0.1,1
B1436,Female,44,Married,HS graduate,57000,3132.27853057826,0.1,0
B1437,Male,26,Separated,Undergraduate degree holder,56000,4331.36183156418,0.05,0
B1438,Male,29,Single,Undergraduate degree holder,55000,4176.00591015025,0.05,0
B1439,Female,34,Single,Undergraduate degree holder,53000,3650.42299859789,0.05,0
B1440,Female,48,Married,Undergraduate degree holder,47000,3829.7527140179,0.05,1
B1441,Female,32,Single,Undergraduate degree holder,37000,4430.96088403396,0.1,1
B1442,Male,40,Single,Non-HS graduate,59000,3773.51166473327,0.15,0
B1443,Male,34,Single,Undergraduate degree holder,55000,4119.52084792766,0.1,0
B1444,Male,42,Divorced,HS graduate,46000,4151.72579279882,0.1,0
B1445,Male,38,Single,HS graduate,41000,4376.10657604434,0.1,1
B1446,Female,35,Married,Non-HS graduate,48000,4365.09326401441,0.15,0
B1447,Male,40,Married,Undergraduate degree holder,45000,4046.14851185129,0.05,0
B1448,Female,39,Single,Undergraduate degree holder,59000,4055.15995808657,0.05,0
B1449,Male,44,Single,HS graduate,48000,4566.47637492367,0.1,0
B1450,Female,35,Single,Undergraduate degree holder,41000,3873.25793058542,0.05,0
B1451,Female,40,Married,Undergraduate degree holder,40000,3722.08900807219,0.05,0
B1452,Female,44,Single,Graduate degree holder,57000,3839.54660843788,0.05,0
B1453,Female,44,Single,Undergraduate degree holder,59000,4930.03781217927,0.05,0
B1454,Female,45,Married,Some college (Not a degree holder),44000,4125.88465228108,0.1,1
B1455,Female,46,Single,Undergraduate degree holder,39000,3839.06740771025,0.05,0
B1456,Female,41,Married,Some college (Not a degree holder),49000,4011.65065393228,0.1,0
B1457,Male,38,Single,Undergraduate degree holder,50000,3822.17964421576,0.05,0
B1458,Female,33,Married,Graduate degree holder,48000,3577.18410601547,0.05,0
B1459,Female,30,Single,Undergraduate degree holder,51000,5120.76771405446,0.05,1
B1460,Male,43,Single,Undergraduate degree holder,60000,3582.89117509209,0.05,0
B1461,Male,39,Married,Undergraduate degree holder,58000,4424.06117668946,0.1,0
B1462,Male,35,Single,Undergraduate degree holder,32000,4433.98312530019,0.05,1
B1463,Female,41,Single,Undergraduate degree holder,58000,3908.3412598962,0.1,0
B1464,Male,41,Married,HS graduate,38000,4398.27877924835,0.1,1
B1465,Male,53,Married,Graduate degree holder,44000,3948.67522520786,0.05,0
B1466,Female,32,Single,Undergraduate degree holder,52000,3946.45028832139,0.05,0
B1467,Male,50,Single,HS graduate,48000,3902.23389681004,0.1,0
B1468,Female,45,Widowed,Some college (Not a degree holder),53000,3195.92533620072,0.1,0
B1469,Male,35,Married,Undergraduate degree holder,50000,5301.22440762587,0.05,0
B1470,Male,44,Single,Graduate degree holder,51000,4519.7106263686,0.05,0
B1471,Female,33,Widowed,HS graduate,53000,4346.11365472087,0.1,1
B1472,Male,51,Married,Undergraduate degree holder,54000,3006.60031222718,0.05,1
B1473,Female,34,Married,Non-HS graduate,37000,3785.2074619317,0.15,0
B1474,Female,39,Single,Graduate degree holder,51000,4126.14327919347,0.05,0
B1475,Female,49,Married,Undergraduate degree holder,51000,3853.89293848933,0.1,0
B1476,Female,32,Single,Undergraduate degree holder,50000,4040.80285867366,0.05,0
B1477,Female,47,Single,HS graduate,52000,4418.72998437548,0.1,1
B1478,Male,42,Divorced,HS graduate,50000,3880.93055564132,0.1,0
B1479,Male,39,Married,Undergraduate degree holder,46000,4309.13851434811,0.05,0
B1480,Male,46,Single,Graduate degree holder,39000,3605.66501299972,0.05,1
B1481,Male,36,Married,Undergraduate degree holder,55000,4377.19093788971,0.05,0
B1482,Male,38,Single,HS graduate,44000,4388.79455198969,0.1,1
B1483,Male,53,Married,Undergraduate degree holder,55000,4052.46950304214,0.1,1
B1484,Female,42,Single,Undergraduate degree holder,48000,3922.73293043265,0.05,0
B1485,Female,50,Single,Some college (Not a degree holder),43000,3704.34202981101,0.1,1
B1486,Female,41,Single,Undergraduate degree holder,54000,3846.77867997081,0.05,0
B1487,Female,30,Single,Some college (Not a degree holder),55000,3416.08007331436,0.1,0
B1488,Male,45,Single,Undergraduate degree holder,45000,3717.89617164362,0.1,0
B1489,Male,43,Married,Undergraduate degree holder,48000,4726.10633477067,0.05,1
B1490,Female,41,Single,Undergraduate degree holder,50000,3940.08775890751,0.05,1
B1491,Female,44,Single,Undergraduate degree holder,45000,3973.66069046887,0.05,0
B1492,Female,48,Single,Non-HS graduate,43000,4819.93306603567,0.15,0
B1493,Male,28,Divorced,Non-HS graduate,43000,3862.50566242218,0.15,0
B1494,Female,50,Single,Undergraduate degree holder,42000,3989.08833396658,0.05,1
B1495,Female,51,Single,Some college (Not a degree holder),55000,4300.49115955978,0.1,1
B1496,Male,45,Single,Undergraduate degree holder,50000,2844.00464528881,0.1,1
B1497,Male,47,Married,HS graduate,46000,4860.34196585455,0.1,1
B1498,Female,37,Single,Undergraduate degree holder,36000,5138.67649430127,0.05,1
B1499,Female,46,Married,Undergraduate degree holder,53000,4266.24325723935,0.05,0
B1500,Female,32,Married,HS graduate,46000,5067.64977459453,0.1,1
B1501,Female,36,Single,Undergraduate degree holder,58000,3778.1009618255,0.1,0
B1502,Female,38,Married,Undergraduate degree holder,41000,4190.24341307735,0.05,0
B1503,Female,44,Single,Undergraduate degree holder,43000,3855.17663691115,0.1,0
B1504,Male,41,Single,Undergraduate degree holder,46000,4239.37309298675,0.05,1
B1505,Male,47,Single,Undergraduate degree holder,53000,5077.2860615671,0.1,1
B1506,Male,47,Married,Undergraduate degree holder,45000,4245.42830989291,0.05,0
B1507,Female,56,Married,Undergraduate degree holder,57000,4231.46967237021,0.05,0
B1508,Female,57,Single,HS graduate,53000,4371.668484953,0.1,0
B1509,Female,47,Single,Undergraduate degree holder,55000,2681.46926232479,0.05,0
B1510,Female,49,Single,Undergraduate degree holder,54000,4247.59600948444,0.05,0
B1511,Male,34,Single,Undergraduate degree holder,43000,3558.85587654151,0.05,0
B1512,Male,40,Single,HS graduate,38000,3426.81209121142,0.1,1
B1513,Male,40,Single,Graduate degree holder,50000,4630.15519378848,0.05,0
B1514,Female,47,Single,Undergraduate degree holder,53000,3941.05706865675,0.05,0
B1515,Female,49,Single,Some college (Not a degree holder),53000,4634.6152890473,0.1,0
B1516,Female,37,Separated,Undergraduate degree holder,55000,4536.48724801675,0.05,0
B1517,Female,35,Separated,Undergraduate degree holder,46000,4489.13652483532,0.05,0
B1518,Male,36,Married,Some college (Not a degree holder),47000,3547.94058112707,0.1,0
B1519,Male,36,Married,Undergraduate degree holder,48000,4004.43361503244,0.05,0
B1520,Male,35,Single,Undergraduate degree holder,48000,3852.09870168794,0.05,0
B1521,Male,42,Widowed,Undergraduate degree holder,47000,4994.16064541513,0.05,0
B1522,Female,34,Single,Undergraduate degree holder,56000,4193.88697472165,0.05,0
B1523,Female,46,Single,Undergraduate degree holder,51000,3827.63273406773,0.05,0
B1524,Female,46,Single,Undergraduate degree holder,45000,4670.89607117202,0.05,1
B1525,Female,24,Single,Non-HS graduate,50000,4540.05123389289,0.1,1
B1526,Female,32,Single,Undergraduate degree holder,48000,4302.96470220442,0.1,0
B1527,Male,40,Married,Undergraduate degree holder,40000,3880.53310239083,0.05,1
B1528,Female,44,Separated,Graduate degree holder,56000,4567.44832389952,0.05,0
B1529,Female,38,Single,HS graduate,54000,4776.04269999246,0.1,0
B1530,Male,33,Single,Undergraduate degree holder,45000,4346.73903698705,0.05,1
B1531,Female,41,Single,HS graduate,42000,3355.38418900907,0.1,1
B1532,Male,32,Single,Non-HS graduate,51000,4502.29722751034,0.1,0
B1533,Female,41,Single,Undergraduate degree holder,48000,4017.46975183287,0.1,0
B1534,Female,59,Single,Undergraduate degree holder,53000,3545.58291329874,0.05,1
B1535,Female,39,Single,Undergraduate degree holder,44000,3209.14770945515,0.05,0
B1536,Female,45,Single,Undergraduate degree holder,43000,3822.71018516667,0.1,1
B1537,Female,22,Single,Graduate degree holder,54000,4334.28107301647,0.05,0
B1538,Male,33,Married,Graduate degree holder,45000,3927.77495138682,0.05,0
B1539,Female,42,Single,Undergraduate degree holder,56000,4153.38300797776,0.1,0
B1540,Male,38,Married,Undergraduate degree holder,37000,3448.25627708196,0.05,1
B1541,Female,47,Single,Undergraduate degree holder,47000,3002.3409789186,0.05,1
B1542,Female,41,Single,Graduate degree holder,48000,3978.20440901286,0.05,1
B1543,Male,29,Single,Undergraduate degree holder,56000,3529.57489740885,0.05,0
B1544,Female,37,Single,Undergraduate degree holder,51000,3825.51821353243,0.05,0
B1545,Male,58,Single,Undergraduate degree holder,47000,3859.43952274774,0.05,0
B1546,Male,31,Single,Undergraduate degree holder,52000,3816.90779064373,0.05,1
B1547,Female,39,Single,Undergraduate degree holder,48000,3604.84444433744,0.05,0
B1548,Female,51,Married,Undergraduate degree holder,55000,4810.99966447457,0.05,1
B1549,Female,43,Married,Undergraduate degree holder,47000,3497.42381480225,0.1,1
B1550,Male,43,Married,Graduate degree holder,57000,4889.15572139468,0.05,0
B1551,Male,46,Single,Undergraduate degree holder,48000,4287.83054970452,0.05,0
B1552,Female,51,Separated,Some college (Not a degree holder),49000,3322.92605295904,0.1,0
B1553,Female,43,Married,Undergraduate degree holder,50000,3512.20939052237,0.05,0
B1554,Male,47,Single,Undergraduate degree holder,54000,4186.36281892409,0.05,0
B1555,Female,45,Separated,Undergraduate degree holder,42000,3887.31473282669,0.05,0
B1556,Female,30,Married,Some college (Not a degree holder),37000,3161.68673315502,0.1,1
B1557,Male,40,Single,Undergraduate degree holder,39000,3378.37325509572,0.05,0
B1558,Female,29,Married,Undergraduate degree holder,50000,3712.33331435259,0.1,0
B1559,Male,33,Single,Undergraduate degree holder,48000,3463.59290409159,0.05,1
B1560,Male,31,Single,Undergraduate degree holder,58000,3797.91614072797,0.05,0
B1561,Male,49,Married,Undergraduate degree holder,57000,3356.90224288653,0.05,0
B1562,Male,37,Single,Undergraduate degree holder,37000,4380.48783248692,0.05,1
B1563,Male,38,Widowed,Non-HS graduate,48000,3879.08227515835,0.15,1
B1564,Male,41,Married,Undergraduate degree holder,50000,2858.23752860183,0.1,1
B1565,Female,43,Married,HS graduate,39000,3231.23112721456,0.1,1
B1566,Male,33,Married,Some college (Not a degree holder),59000,3678.50762405522,0.1,0
B1567,Male,42,Single,Non-HS graduate,52000,4375.72374701822,0.15,0
B1568,Male,38,Single,Some college (Not a degree holder),50000,3902.72392928996,0.1,0
B1569,Female,54,Single,Graduate degree holder,49000,3713.38484151357,0.05,0
B1570,Female,37,Single,Undergraduate degree holder,52000,4329.53470873628,0.1,1
B1571,Female,35,Single,Undergraduate degree holder,57000,3422.14607290474,0.05,0
B1572,Male,47,Single,Some college (Not a degree holder),40000,4363.40320903259,0.1,1
B1573,Male,38,Separated,Undergraduate degree holder,47000,4838.8075787342,0.05,0
B1574,Female,34,Single,Undergraduate degree holder,44000,4103.13304829567,0.05,0
B1575,Male,40,Married,Some college (Not a degree holder),45000,3311.98612174938,0.1,0
B1576,Male,35,Single,Undergraduate degree holder,37000,3569.43374921206,0.05,1
B1577,Male,41,Single,Undergraduate degree holder,48000,3951.37186707149,0.05,0
B1578,Female,39,Single,Some college (Not a degree holder),54000,5008.71597592176,0.1,1
B1579,Male,43,Single,Undergraduate degree holder,52000,4196.18425019549,0.1,0
B1580,Male,38,Single,Some college (Not a degree holder),47000,4076.26021898773,0.1,0
B1581,Male,36,Single,Some college (Not a degree holder),48000,4339.68273749803,0.1,0
B1582,Male,34,Married,HS graduate,43000,4096.17926989542,0.1,1
B1583,Female,35,Married,HS graduate,53000,3667.75259389189,0.1,0
B1584,Male,32,Single,Undergraduate degree holder,59000,4594.25313444177,0.05,0
B1585,Female,47,Married,HS graduate,41000,3345.31583782554,0.1,0
B1586,Male,47,Single,Undergraduate degree holder,41000,3656.20562722812,0.05,0
B1587,Male,30,Widowed,Graduate degree holder,46000,4589.65175419588,0.05,0
B1588,Female,40,Widowed,Undergraduate degree holder,48000,3456.59122612154,0.05,0
B1589,Male,48,Single,Some college (Not a degree holder),51000,4824.76319111644,0.1,0
B1590,Male,50,Single,Undergraduate degree holder,57000,3706.72080476768,0.1,0
B1591,Male,31,Single,Undergraduate degree holder,48000,3513.04171774558,0.05,0
B1592,Male,44,Single,Some college (Not a degree holder),47000,4078.28330620834,0.1,1
B1593,Female,32,Single,Undergraduate degree holder,53000,4453.47588007206,0.05,0
B1594,Female,40,Separated,Undergraduate degree holder,47000,3605.23354566651,0.05,0
B1595,Male,44,Married,Undergraduate degree holder,40000,4644.713588745,0.05,1
B1596,Male,45,Single,Undergraduate degree holder,48000,4671.89712648169,0.05,0
B1597,Female,35,Single,Some college (Not a degree holder),50000,4399.58114231075,0.1,0
B1598,Female,40,Married,Undergraduate degree holder,45000,5142.55113229221,0.1,1
B1599,Male,45,Single,Undergraduate degree holder,43000,3979.74365762683,0.05,0
B1600,Female,40,Separated,Undergraduate degree holder,53000,3126.90948022615,0.05,0
B1601,Female,49,Single,Undergraduate degree holder,49000,3872.6669534512,0.05,1
B1602,Female,36,Married,Undergraduate degree holder,48000,3464.86652494503,0.1,1
B1603,Male,42,Single,Undergraduate degree holder,45000,4497.31532426731,0.1,0
B1604,Female,49,Single,Undergraduate degree holder,47000,4066.25285661798,0.05,0
B1605,Male,36,Single,Undergraduate degree holder,48000,4585.98944353105,0.1,0
B1606,Male,36,Single,Graduate degree holder,47000,4901.77077570748,0.05,0
B1607,Female,37,Married,Undergraduate degree holder,53000,3910.72197881089,0.05,1
B1608,Female,40,Married,Undergraduate degree holder,53000,4625.99922272281,0.05,0
B1609,Female,47,Single,Undergraduate degree holder,49000,3742.85297276629,0.05,0
B1610,Female,51,Separated,Undergraduate degree holder,49000,4772.05233858867,0.1,0
B1611,Female,36,Married,Some college (Not a degree holder),35000,4388.76039283049,0.1,1
B1612,Male,39,Separated,Undergraduate degree holder,49000,4154.74976298314,0.05,0
B1613,Female,43,Single,Some college (Not a degree holder),43000,4348.07629017351,0.1,1
B1614,Male,37,Single,HS graduate,46000,3019.55457822845,0.1,0
B1615,Female,52,Single,HS graduate,40000,4314.55535557534,0.1,1
B1616,Female,50,Married,Undergraduate degree holder,49000,3745.49351088553,0.05,1
B1617,Male,44,Single,HS graduate,47000,4137.44138782216,0.1,0
B1618,Male,51,Single,Undergraduate degree holder,45000,4408.43760034267,0.05,0
B1619,Male,46,Married,Non-HS graduate,55000,4440.84256813081,0.15,0
B1620,Male,48,Widowed,HS graduate,46000,3170.86955552353,0.1,1
B1621,Female,36,Married,Undergraduate degree holder,51000,4521.14573877943,0.1,0
B1622,Male,36,Single,Undergraduate degree holder,49000,4802.34272879109,0.1,0
B1623,Male,34,Single,Undergraduate degree holder,47000,4324.69117594449,0.05,0
B1624,Male,48,Single,Undergraduate degree holder,47000,3789.48298381877,0.05,1
B1625,Male,44,Single,Undergraduate degree holder,48000,4957.04384708401,0.05,0
B1626,Male,33,Single,Undergraduate degree holder,46000,3012.75396349287,0.05,1
B1627,Male,42,Married,Some college (Not a degree holder),45000,3528.81081091558,0.1,0
B1628,Male,41,Single,Undergraduate degree holder,52000,3752.099603078,0.05,0
B1629,Female,34,Single,Undergraduate degree holder,50000,3656.37744458912,0.05,0
B1630,Male,47,Single,Non-HS graduate,49000,4671.44292981893,0.1,1
B1631,Male,38,Single,Undergraduate degree holder,54000,4341.611038095,0.1,0
B1632,Female,46,Married,Undergraduate degree holder,44000,3735.89972456168,0.05,0
B1633,Male,33,Married,Undergraduate degree holder,50000,3806.83165028694,0.05,0
B1634,Female,55,Single,Undergraduate degree holder,44000,4836.1599715244,0.05,0
B1635,Male,38,Separated,Undergraduate degree holder,51000,5360.21571629689,0.05,1
B1636,Male,37,Single,HS graduate,43000,5818.28374864468,0.1,1
B1637,Male,54,Married,Undergraduate degree holder,43000,4346.12472323701,0.1,1
B1638,Male,51,Married,Undergraduate degree holder,52000,4427.70346715082,0.05,0
B1639,Male,45,Single,Undergraduate degree holder,41000,4628.61077467277,0.05,1
B1640,Male,38,Single,Some college (Not a degree holder),37000,3595.1092884722,0.1,0
B1641,Male,66,Single,Undergraduate degree holder,53000,2274.65180801554,0.05,0
B1642,Male,41,Single,Undergraduate degree holder,47000,4192.45703529221,0.05,0
B1643,Female,38,Single,HS graduate,47000,4798.58992886647,0.1,0
B1644,Male,49,Single,Undergraduate degree holder,59000,3793.4243860599,0.1,0
B1645,Male,50,Single,Undergraduate degree holder,39000,4850.04206789398,0.05,1
B1646,Male,36,Single,Some college (Not a degree holder),54000,3290.69984476518,0.1,0
B1647,Female,47,Single,Undergraduate degree holder,48000,4200.48738471923,0.1,1
B1648,Female,48,Married,Some college (Not a degree holder),59000,4552.08337608475,0.1,1
B1649,Male,33,Single,Some college (Not a degree holder),42000,4552.16807548234,0.1,1
B1650,Female,39,Single,Undergraduate degree holder,46000,3669.42348592386,0.05,0
B1651,Female,40,Married,Graduate degree holder,51000,4436.95642719491,0.05,0
B1652,Female,46,Married,Undergraduate degree holder,53000,4173.73540573839,0.05,0
B1653,Female,48,Single,Undergraduate degree holder,43000,5194.63447283339,0.05,1
B1654,Male,46,Single,Some college (Not a degree holder),48000,4991.14273657496,0.1,1
B1655,Male,45,Single,Undergraduate degree holder,54000,3676.46855152074,0.05,0
B1656,Female,33,Widowed,Undergraduate degree holder,50000,4703.61347170293,0.05,1
B1657,Female,50,Single,Undergraduate degree holder,43000,4460.41916155518,0.05,0
B1658,Female,42,Single,Some college (Not a degree holder),46000,4266.87519746058,0.1,0
B1659,Female,46,Single,Undergraduate degree holder,55000,3978.77667908861,0.05,0
B1660,Male,47,Married,Non-HS graduate,45000,4704.55030718674,0.1,1
B1661,Female,34,Single,Non-HS graduate,37000,5013.78506004269,0.1,1
